recency,history,mens,womens,newbie,zip_code,channel,segment,treatment,visit,conversion,spend,uplift_score,p_t,p_c,uplift_segment
1,169.31,0,1,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.12208028,0.28001165,0.15793137,Persuadables
10,205.88,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.010979593,0.08042186,0.069442265,Needs Attention
3,29.99,1,0,0,Urban,Web,No E-Mail,0,1,0,0.0,0.01419121,0.15761086,0.14341965,Needs Attention
7,424.6,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.0946016,0.13557315,0.04097155,Persuadables
2,373.14,0,1,0,Urban,Multichannel,Womens E-Mail,1,1,0,0.0,0.08537829,0.26024976,0.17487147,Persuadables
1,68.5,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.09105116,0.20410466,0.1130535,Persuadables
11,37.45,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.047899455,0.12277246,0.07487301,Sure Things
2,38.34,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.007898018,0.14803559,0.1559336,Lost Causes
5,545.73,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.0530793,0.12191437,0.06883507,Sure Things
4,70.39,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.0666102,0.12277579,0.05616559,Sure Things
9,29.99,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.05252356,0.12721762,0.07469406,Sure Things
4,29.99,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.015080646,0.10640247,0.091321826,Needs Attention
6,136.26,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.08391498,0.14386468,0.059949692,Persuadables
2,936.63,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.03629385,0.14918657,0.11289272,Needs Attention
2,203.52,1,1,1,Urban,Multichannel,No E-Mail,0,1,0,0.0,0.11625438,0.19971463,0.08346025,Persuadables
1,422.81,0,1,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.13503085,0.24976419,0.11473334,Persuadables
10,320.11,0,1,0,Rural,Web,No E-Mail,0,0,0,0.0,0.009202376,0.19329411,0.18409173,Needs Attention
12,29.99,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.08833561,0.16326116,0.07492555,Persuadables
11,164.9,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.033903763,0.16896616,0.1350624,Needs Attention
11,265.39,0,1,0,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.035434283,0.14234772,0.10691344,Needs Attention
9,744.22,1,0,1,Rural,Web,No E-Mail,0,0,0,0.0,-0.061265238,0.11322441,0.17448965,Lost Causes
3,99.25,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.033800397,0.08560687,0.051806476,Needs Attention
5,62.49,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.055501863,0.21025884,0.15475698,Sure Things
10,333.65,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.019398898,0.14286202,0.123463124,Needs Attention
7,340.18,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.0730362,0.17313832,0.10010212,Sure Things
4,300.58,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.059795417,0.12444346,0.06464804,Sure Things
10,357.28,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.04992187,0.2002918,0.15036993,Sure Things
5,283.55,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,-0.006689459,0.08021524,0.0869047,Lost Causes
9,48.93,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.012567684,0.052677114,0.04010943,Needs Attention
7,233.4,1,1,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.035097376,0.17641458,0.1413172,Needs Attention
2,189.67,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.031968087,0.16513897,0.19710706,Lost Causes
1,1524.15,1,0,1,Rural,Web,No E-Mail,0,0,0,0.0,-0.023204416,0.2127026,0.23590702,Lost Causes
5,544.43,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.14001936,0.21870416,0.0786848,Persuadables
8,60.69,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.02380562,0.05037061,0.026564991,Needs Attention
4,410.86,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.10082525,0.22686352,0.12603827,Persuadables
3,584.63,1,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.15898171,0.26842117,0.10943947,Persuadables
3,1570.59,1,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.055205867,0.2591806,0.20397474,Sure Things
5,119.47,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.014911726,0.09738379,0.112295516,Lost Causes
7,68.86,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.06115731,0.160758,0.099600695,Sure Things
9,165.62,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.123605646,0.21246625,0.08886061,Persuadables
1,686.08,1,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.14986071,0.32089972,0.17103902,Persuadables
3,263.07,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.05529812,0.21545571,0.16015759,Sure Things
5,568.26,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.07432812,0.14105523,0.06672711,Sure Things
7,145.89,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.05652026,0.17978182,0.12326156,Sure Things
2,190.4,0,1,1,Rural,Web,Womens E-Mail,1,1,0,0.0,0.023882225,0.17058562,0.14670339,Needs Attention
5,964.59,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.10143697,0.17470224,0.07326527,Persuadables
10,158.55,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.052758455,0.121210635,0.06845218,Sure Things
7,93.33,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.05547273,0.11957726,0.17504999,Lost Causes
9,157.76,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.011184905,0.07351582,0.062330913,Needs Attention
2,762.0,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.044460118,0.12099154,0.16545166,Lost Causes
5,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.011540532,0.11328944,0.101748906,Needs Attention
2,235.19,1,0,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.0065353885,0.06554666,0.059011273,Needs Attention
5,42.3,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.08874791,0.17794167,0.089193754,Persuadables
7,291.88,1,0,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,-0.014070332,0.12026675,0.13433708,Lost Causes
3,80.51,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.035316035,0.11063097,0.07531493,Needs Attention
2,224.69,1,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.02302438,0.2051616,0.18213722,Needs Attention
4,553.42,1,0,1,Rural,Web,Womens E-Mail,1,1,0,0.0,0.070965186,0.19895649,0.1279913,Sure Things
1,219.3,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.086855754,0.19779193,0.11093618,Persuadables
1,200.26,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.000910908,0.13413134,0.13322043,Needs Attention
8,29.99,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.08547584,0.10589367,0.02041783,Persuadables
9,51.53,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.014550521,0.027533097,0.012982576,Needs Attention
9,34.75,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.017851986,0.049572587,0.0317206,Needs Attention
8,402.84,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.048033163,0.13952786,0.091494694,Sure Things
1,276.21,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.024318084,0.16568911,0.1900072,Lost Causes
1,960.02,1,1,1,Rural,Web,No E-Mail,0,1,0,0.0,0.015364528,0.34067,0.32530546,Needs Attention
1,100.92,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.0760939,0.17630053,0.10020663,Sure Things
7,770.87,1,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.0031573623,0.1651114,0.16195403,Needs Attention
7,63.95,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.02321292,0.055206116,0.031993195,Needs Attention
3,216.08,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.0088605285,0.1426377,0.13377717,Needs Attention
3,211.88,1,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.065077856,0.26040283,0.19532497,Sure Things
11,189.23,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.055374242,0.11068074,0.16605498,Lost Causes
10,149.31,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.09514618,0.13707978,0.041933596,Persuadables
7,287.73,1,1,0,Urban,Web,No E-Mail,0,1,0,0.0,0.06550673,0.2880387,0.22253197,Sure Things
4,29.99,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.090579204,0.12546961,0.034890406,Persuadables
12,98.17,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.15442201,0.1874853,0.033063285,Persuadables
3,297.33,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.04709807,0.18255901,0.13546094,Sure Things
4,93.36,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.005092405,0.070970446,0.06587804,Needs Attention
2,542.34,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.11139135,0.18796751,0.07657616,Persuadables
9,44.68,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.015765782,0.059475135,0.043709353,Needs Attention
6,265.61,0,1,1,Surburban,Multichannel,Womens E-Mail,1,1,1,42.66,0.095825724,0.12825939,0.032433666,Persuadables
4,184.47,1,0,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,-0.09671609,0.12975578,0.22647187,Lost Causes
8,69.67,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.009429447,0.10857873,0.118008174,Lost Causes
2,188.03,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.019551761,0.07742649,0.05787473,Needs Attention
1,1873.15,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.073436484,0.18639891,0.112962425,Sure Things
1,132.46,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.001598455,0.12345655,0.1218581,Needs Attention
8,167.05,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.10681929,0.19738707,0.09056778,Persuadables
3,179.31,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.06226629,0.18783611,0.12556982,Sure Things
1,101.99,0,1,0,Surburban,Web,Womens E-Mail,1,1,1,29.99,0.16931461,0.29356802,0.12425341,Persuadables
1,290.03,1,1,0,Urban,Web,No E-Mail,0,1,0,0.0,0.121997535,0.35038963,0.2283921,Persuadables
4,29.99,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.065243006,0.12751235,0.06226935,Sure Things
2,851.45,1,1,1,Rural,Web,No E-Mail,0,1,0,0.0,0.030458868,0.30797693,0.27751806,Needs Attention
1,248.43,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.03393752,0.097742036,0.063804515,Needs Attention
3,141.2,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.08951663,0.13071015,0.041193523,Persuadables
9,69.9,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.004876144,0.047378987,0.042502843,Needs Attention
7,29.99,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.026919715,0.14804997,0.12113025,Needs Attention
6,113.6,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.046886794,0.07123789,0.0243511,Sure Things
10,29.99,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.07641702,0.17606829,0.09965127,Sure Things
3,73.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.11448984,0.21296343,0.09847359,Persuadables
1,79.5,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.13734087,0.28892198,0.15158111,Persuadables
12,103.6,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.049041107,0.17970887,0.13066776,Sure Things
1,137.29,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.0873905,0.19317016,0.10577966,Persuadables
8,34.8,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.058115162,0.0836131,0.025497936,Sure Things
6,114.74,1,0,0,Urban,Web,No E-Mail,0,1,0,0.0,0.021315947,0.14155096,0.12023501,Needs Attention
8,244.94,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.018838838,0.11013743,0.091298595,Needs Attention
1,452.72,0,1,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.06447403,0.29340985,0.22893582,Sure Things
8,45.78,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.0010226294,0.08038935,0.08141198,Lost Causes
6,358.77,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.055081427,0.19560954,0.14052811,Sure Things
5,141.74,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.010094941,0.10876266,0.1188576,Lost Causes
9,64.09,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.010515377,0.07487501,0.08539039,Lost Causes
4,162.56,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.079780184,0.13165289,0.051872708,Persuadables
6,64.33,1,0,0,Rural,Web,No E-Mail,0,1,0,0.0,0.0086326,0.16607957,0.15744697,Needs Attention
11,143.65,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.044542514,0.069919884,0.025377372,Sure Things
4,121.87,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,-0.015545562,0.13230269,0.14784825,Lost Causes
4,614.83,1,0,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,-0.048021026,0.06383893,0.111859955,Lost Causes
5,103.44,0,1,1,Rural,Web,Womens E-Mail,1,1,0,0.0,0.12885743,0.19404985,0.06519241,Persuadables
4,224.04,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.061536916,0.087100826,0.14863774,Lost Causes
3,80.65,0,1,1,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.100937024,0.16479865,0.06386162,Persuadables
9,33.63,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.11702076,0.19642265,0.07940189,Persuadables
6,528.03,1,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.16402031,0.2537759,0.08975558,Persuadables
10,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0058434233,0.09585745,0.090014026,Needs Attention
2,109.81,1,0,1,Urban,Web,No E-Mail,0,1,0,0.0,0.03707864,0.11984233,0.08276369,Needs Attention
10,507.15,0,1,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.03619215,0.16427036,0.1280782,Needs Attention
10,161.43,0,1,1,Surburban,Web,No E-Mail,0,1,0,0.0,0.038778983,0.10102038,0.062241398,Needs Attention
1,567.13,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.07813352,0.20344646,0.12531294,Sure Things
9,198.54,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.10690819,0.15712199,0.050213803,Persuadables
11,301.0,1,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.10836381,0.20716465,0.09880084,Persuadables
10,131.95,0,1,0,Surburban,Phone,No E-Mail,0,1,0,0.0,0.05714786,0.12064016,0.0634923,Sure Things
6,179.51,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.09698102,0.20137401,0.10439299,Persuadables
10,375.34,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.087490946,0.26495102,0.17746007,Persuadables
8,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.019725427,0.10305018,0.08332475,Needs Attention
1,286.31,1,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.13496858,0.3948218,0.2598532,Persuadables
7,600.13,1,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.08510204,0.183414,0.09831196,Persuadables
6,107.42,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.13131613,0.17752199,0.046205856,Persuadables
1,1515.82,1,1,1,Surburban,Multichannel,Womens E-Mail,1,1,1,499.0,0.07623035,0.33027816,0.2540478,Sure Things
2,102.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.12156939,0.21816677,0.09659738,Persuadables
10,317.16,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.010535687,0.12803544,0.117499754,Needs Attention
7,297.6,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.011931688,0.16847494,0.15654325,Needs Attention
10,599.06,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.012954734,0.09882967,0.08587494,Needs Attention
10,29.99,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.011083849,0.09346843,0.08238458,Needs Attention
1,783.8,1,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.054433495,0.33511946,0.28068596,Sure Things
8,155.75,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.07447907,0.09722357,0.022744503,Sure Things
11,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.016574517,0.033450313,0.016875796,Needs Attention
5,47.98,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.13032411,0.23253265,0.10220854,Persuadables
11,504.86,1,0,1,Rural,Multichannel,Womens E-Mail,1,0,0,0.0,0.04406108,0.124758534,0.080697455,Sure Things
1,904.58,0,1,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.115406506,0.22035329,0.104946785,Persuadables
11,312.41,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.0101449005,0.06636734,0.056222443,Needs Attention
9,404.03,1,1,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.14924848,0.2680913,0.11884281,Persuadables
7,251.05,1,0,0,Surburban,Multichannel,Womens E-Mail,1,1,0,0.0,-0.010127462,0.107009575,0.11713704,Lost Causes
1,30.01,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.0478763,0.18014075,0.13226445,Sure Things
1,155.65,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.002681911,0.1617334,0.1590515,Needs Attention
12,49.27,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.021015441,0.034675147,0.013659706,Needs Attention
1,357.56,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07621293,0.20077367,0.12456074,Sure Things
1,615.04,1,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.069853276,0.22328524,0.15343197,Sure Things
9,40.16,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.01835068,0.0290103,0.010659619,Needs Attention
4,127.51,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.019042045,0.0888516,0.069809556,Needs Attention
8,60.9,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.06561194,0.10922043,0.043608483,Sure Things
1,234.17,1,0,1,Rural,Phone,No E-Mail,0,0,0,0.0,-0.03914851,0.093526855,0.13267536,Lost Causes
11,112.61,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.07122569,0.20697767,0.13575198,Sure Things
5,168.1,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.039529756,0.12839308,0.16792284,Lost Causes
1,745.63,1,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.046326503,0.208516,0.1621895,Sure Things
6,29.99,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.070293054,0.21405914,0.14376609,Sure Things
5,37.79,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.07112873,0.19527037,0.12414164,Sure Things
8,772.55,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.10174273,0.12012027,0.221863,Lost Causes
4,70.16,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.07134893,0.1803065,0.10895757,Sure Things
7,115.07,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09300657,0.186588,0.09358143,Persuadables
3,248.26,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.05432287,0.12328878,0.06896591,Sure Things
1,585.14,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.0011512712,0.09457247,0.0934212,Needs Attention
1,111.37,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.08457849,0.18808384,0.10350535,Persuadables
7,29.99,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.10685331,0.21947816,0.112624854,Persuadables
2,46.47,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.053367473,0.1324595,0.07909203,Sure Things
11,297.25,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.041400872,0.07181401,0.030413134,Sure Things
9,129.29,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.081523076,0.11084223,0.029319152,Persuadables
5,150.06,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.013515905,0.12515305,0.111637145,Needs Attention
2,531.69,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.111212336,0.19186775,0.08065542,Persuadables
10,113.33,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.08157084,0.17877454,0.097203694,Persuadables
6,1292.1,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.008829713,0.1511189,0.14228919,Needs Attention
11,272.89,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.02234827,0.083699144,0.061350875,Needs Attention
4,302.86,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.05135174,0.1109995,0.05964776,Sure Things
9,76.72,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.0112764165,0.07512407,0.06384765,Needs Attention
3,367.27,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.068578385,0.14204483,0.07346644,Sure Things
8,29.99,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.022243198,0.076948,0.054704804,Needs Attention
10,189.02,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.09945042,0.15376203,0.05431161,Persuadables
4,85.64,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.022707134,0.0947464,0.07203927,Needs Attention
8,346.57,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.016294777,0.10569424,0.089399464,Needs Attention
7,729.01,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.07792791,0.14429769,0.06636978,Sure Things
5,1079.62,1,1,1,Surburban,Web,No E-Mail,0,1,1,29.99,0.058505878,0.2510485,0.19254263,Sure Things
10,29.99,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,-0.004858561,0.03788047,0.04273903,Lost Causes
11,43.51,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.111626066,0.21427703,0.10265096,Persuadables
9,212.32,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.0139418915,0.09062487,0.10456676,Lost Causes
5,168.93,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.03400197,0.13624278,0.10224081,Needs Attention
6,1462.5,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.07106859,0.15773565,0.08666705,Sure Things
1,544.98,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.037582338,0.17627385,0.13869151,Needs Attention
11,322.87,0,1,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,-0.038487956,0.1408566,0.17934455,Lost Causes
1,50.62,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.028036669,0.19291624,0.16487958,Needs Attention
1,806.91,1,1,1,Surburban,Multichannel,Womens E-Mail,1,1,0,0.0,0.19342121,0.40260312,0.2091819,Persuadables
5,291.17,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.016539842,0.1421254,0.15866524,Lost Causes
6,447.01,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.090198755,0.16104926,0.07085051,Persuadables
5,777.95,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,-0.032627344,0.15373789,0.18636523,Lost Causes
9,174.11,1,0,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.02649095,0.10468742,0.07819647,Needs Attention
4,305.76,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.04120244,0.17882101,0.13761857,Needs Attention
8,29.99,0,1,0,Surburban,Phone,No E-Mail,0,1,0,0.0,0.07045072,0.16988114,0.09943041,Sure Things
8,256.83,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.07635543,0.14610367,0.06974824,Sure Things
7,462.7,0,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.07862924,0.13041468,0.051785443,Sure Things
7,489.49,1,0,1,Rural,Web,No E-Mail,0,1,0,0.0,-0.017057806,0.13010354,0.14716135,Lost Causes
1,352.99,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.007666245,0.19656986,0.18890361,Needs Attention
3,54.79,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.023778692,0.12732546,0.10354677,Needs Attention
9,29.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.09336957,0.1574179,0.06404832,Persuadables
5,54.14,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.08152799,0.14771236,0.06618437,Persuadables
3,104.0,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.08008679,0.17660387,0.09651708,Persuadables
2,231.27,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.06086859,0.11888226,0.05801367,Sure Things
9,189.33,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.018633395,0.03411945,0.015486053,Needs Attention
1,368.01,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.105718,0.286198,0.18047999,Persuadables
1,331.21,1,0,1,Rural,Phone,No E-Mail,0,0,0,0.0,-0.06494711,0.09429836,0.15924548,Lost Causes
8,90.62,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,-0.019324295,0.09581567,0.11513997,Lost Causes
7,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.015413247,0.1101701,0.09475686,Needs Attention
1,539.96,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.08297683,0.20842539,0.12544855,Persuadables
3,43.0,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,-0.005713269,0.08895435,0.09466762,Lost Causes
10,145.73,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.051372662,0.07379022,0.02241756,Sure Things
3,80.86,1,0,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.0040568486,0.10811214,0.10405529,Needs Attention
9,646.2,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.014661666,0.06284716,0.048185494,Needs Attention
1,585.22,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.00379394,0.09185677,0.08806283,Needs Attention
7,78.57,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.047061235,0.09320826,0.046147026,Sure Things
